央视,#genre#
CCTV5,https://mgtv.ottiptv.cc/mg/641886683.m3u8?userid=423579792&sign=b85493a2e408468808cecff708570d1d7d008cf9168dc96a6380632fbb7b5eba6a71742956e2a69ebdaf3796f2fe998c4e6536589c9ad27315eb649d1c4047ab1b3c3ce830270abfde3e39ff065ad4d5&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv5,https://live.ottiptv.cc/mcp/cctv5.m3u8?userid=423579792&sign=a94bc7929b01a8f3e16ce4abcb1eb7784688cfc9622a3c0deec00e28c4fe377aaaaf8524f3e0e3b18446d4a1ec008867b50f7d874955b3c477a577482ae2da8b25af3400453c3457dce17680&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?
CCTV5+,https://mgtv.ottiptv.cc/mg/641886773.m3u8?userid=423579792&sign=e851eaf38e7587e65070183a57fea173a7d2e91c4eccf8712b2146c81a5d4b9b128ab61e2ed7f1f11bd868cbfc8d746c2215dfc357a5c8f832fc7cd329189ac505225c85d31d72363e226c2cf8958b66&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,https://mgtv.ottiptv.cc/mg/624878396.m3u8?userid=423579792&sign=5d9c2c90680acb6f4f5283b47cd7b7034e5770a4f38f6b6a279b250f2a5639795769eaf707b19fce947925d804cadb47b140e228edce01d1cf2a75825e159be3d7669a81c6ba643ab98f906fe370575f&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv6,https://live.ottiptv.cc/mcp/cctv6.m3u8?userid=423579792&sign=efc6d82bc2e4545bddc94d860cfdbbe58e9b05879d8034d2b8a8a0831dbe37283068ee47735ffa82f880c6b5d3ccfa39ac47cf8073c3297c2516df24f1864776f5b129c7e82761d685dab3ca&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?
CCTV7,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=423579792&sign=eaae5c87db336e3fa404702fc841f2b811585d835e598ae205a1119cc6a0288fcee72e6a5c1f9e6fd7db6151a15556f4b8bb19ff654002986493197d2088cace25f34d118290020d497203fb61124ba9&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv7,https://live.ottiptv.cc/mcp/cctv7.m3u8?userid=423579792&sign=04aa53826a1e74573deef27fba7bd4ed42b8ca4525b143dc34028291ca74cad0296f6c202bbd14892868795cda12db52bfa8563a6ec0355ae35c78375f7f9e8541bd96f3e866c45e0e37c773&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV8,https://mgtv.ottiptv.cc/mg/624878356.m3u8?userid=423579792&sign=4efa7467376dcf853099613333b2a853e1cedad716eaf908fdb1d9ef21f525dbc0d868e1a354dee910d0b8bca3ad69d0102c6961d63c435292bcedabeeb5d5f79fdfe27e0d308e16fb7f9ff79fe0dc6c&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv8,https://live.ottiptv.cc/mcp/cctv8.m3u8?userid=423579792&sign=a6e3284eb0065cf0fef0594224686ce8ef0d67cb92827b4945d16ec1710da5ea8692f1ee153607cae9d8290dcb92971bcc9c5ad3ff502b3e3811da983a5045c317cd165370e4541cacf6d0ac&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV8,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226485/1.m3u8?
CCTV9,https://mgtv.ottiptv.cc/mg/673168140.m3u8?userid=423579792&sign=168dc037049dfcdc7c82b995bd1005c0afc2de17281adfc2bd6ba9ddf10b6dbe5cb6e7af8d42e078f2ed4581a0b3b7a41d8ceb6a7074e72e3785ce508f8237d614efebd5f49a99fbf5d23df42480f3b6&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv9,https://live.ottiptv.cc/mcp/cctv9.m3u8?userid=423579792&sign=f2c0f8be3dc8e267436299476b4fc63300d70fdf3cb8a832f04f2475fa8479e0196345100467cf2e5d889b5c8f9bacf8d91eab1385f78888e10f91a8cf102ed61f0e63a0bec449ec7c663e33&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV9,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?
CCTV10,https://mgtv.ottiptv.cc/mg/624878405.m3u8?userid=423579792&sign=67c34962b45d0d6bda38b1e0ea5ba7ba634d42e82de4cdb1b456c074b509d9d52e607dcc3c6e8957762d6dde8db51232aeda859af00976028f8e6acde6848bc9596587164c672c57c592ffa980980292&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv10,https://live.ottiptv.cc/mcp/cctv10.m3u8?userid=423579792&sign=8065535c33bae33e11aaecb62a19dfe6e7ef1f229c5815afc61c78b5138eb0728ea352e3c83c054863c32da7e5b705d3e2c0b40296d0f572d5904a086e8666dd02f92ecce4102deba1834885b6&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV11,https://mgtv.ottiptv.cc/mg/667987558.m3u8?userid=423579792&sign=c7f163be0fd3cf22830293b0162dae096c97bcf78601182313d28411c9402b7e54de37b7c57ebb811cd671697ed76491ca9a7608b018947639d3c4c12bb7af37afc44abe0189179c32af91ee217a66dd&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv11,https://live.ottiptv.cc/mcp/cctv11.m3u8?userid=423579792&sign=789ec247f39e86d730bac875769bf6e190071770f441fa358d89a7df98238f544f9c612409a251029e2996e3c7767b6f38f4d269269f7d00c1190fa5e4a81342610e9398e11172fc6cc575159d&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV11,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV12,https://mgtv.ottiptv.cc/mg/673168185.m3u8?userid=423579792&sign=6647f8012e457e2721910f3e3ef5f044f7df14a18406052a0ece24658623cb2b7483b7a7abcfe3f3ee02eb4c7e8f71ff4c6cb2cc50dcb543378e37a650b75f2cb287eda694b09084d70f7eb662b99815&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv12,https://live.ottiptv.cc/mcp/cctv12.m3u8?userid=423579792&sign=4a9858f781207b2b804c9b93b2db2ac0db1ccad6c08d251c84e2ca0364c9c733deb16d3c4d91b4e8035619b15f4a311bdaae065e0d162c6a88bd7a9d2d2a186d82793bb784528894513e96f209&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV12,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV13,https://mgtv.ottiptv.cc/mg/608807423.m3u8?userid=423579792&sign=69f8f5e22b65f24d2f8d6d908531ed186c0d774aae0c53cd074f66d65b2979107337c94cb274a6abcda44d6af2cd886de5f6966334602517dea92fe3bcc575b1d84dfdb6b7c6796afd8ef0d3cf24cb41&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv13,https://live.ottiptv.cc/mcp/cctv13.m3u8?userid=423579792&sign=da7c8661e0b351499b40d2bb79e887ee72b527b036e419231b235edcd90d8d120474c2368a83fca045041388dd8508f6fe35b0625c75877b1e6f408500ba8fb15f64d4b2f5794df80d63136105&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV14,https://mgtv.ottiptv.cc/mg/624878440.m3u8?userid=423579792&sign=f21d281121c9032e1072c759f20524a528e942319d3c7004a731f7982943f4cd740a448d1561d0a5b16e0ce3684d1cdd972a8f77405ec53f5a33f0ff635a1ed44f6a2608d3247477cb23e06ea3033f5e&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=423579792&sign=f65edd5db2e7f1f66905f4cf74681b569aee8043c71dc75db5c41b6f068ca9b1fb0ea43ffb720884cc83cad805a7fd30110211073f1fdd99c599f81cb6cc679e6cd1703c7f0e2dcc7962fd2cbb&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV14,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV15,https://mgtv.ottiptv.cc/mg/673168223.m3u8?userid=423579792&sign=119d6462ce4c133a2292d46a894918527a30cb1198e3a0816a8338f67ea850b726b0ff57329e148aee1ff13bf7ddc9bde81ea447df4fa12e74692c56ae141051893202fa75a866b51e512383523f2951&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=423579792&sign=d550ab29d379047972214af5a6b18d1c22a5bc36e438a5044203429ed4e55e201f490bdaf3b307339cd62f70c94f10798513a9b037938f79f33c8e12223fc1f6e5cd58d1d9a517af9b2f0e28de&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
cctv16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=423579792&sign=5f4b9647e2c2ba28829116ad0f2409d18fcc8fb6595681e8ff9028e8304df902f8a02c2d67f31d095ff04bc8222bd2aad414714a98936ef6f04fda62641294cea4f608e37301e51ade6f2f3356&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv16,https://live.ottiptv.cc/mst/cctv16-2.m3u8?userid=423579792&sign=3cf35e9ea23b9cbae5e6ed96d591b973910e3494020fe1d1c3610b7b23fc94f04a0f1021ea89b83e439ddc7de0548378c4e2ccf41f25ebf28b8391470903fcc838fd827442fb22608c527bb130ee3c&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=423579792&sign=e1cc76b69acbbee24defb9307eecc6c1f358cd0c193b44aca87150e20b711a8b57790cc5138622a6109e95ad50da0a39d30a4ccd8c29eb5a444fcbb1c44a933f23a1ec726872f9373bc4dc8a567d29a9&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=423579792&sign=a1f4c625b3f177eb891c1058711111a9e0cfb1ad4b46985ac4cd15e82761ca97e0b16cd491255508b3f5d1e07a62c1431ad9fe7955401faa6e8c6126b4299004c1c0e5e3683af37cc1c1d678f0&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=423579792&sign=58cb021e17f43e2db0b9c5a8a4b3e5e018e310e67cd03ad40ed8f6342771bc79a0b9219320f4dc3ac2222ce74ef2beef7d3e053b116879340e3a8b8e3ac51a018a43239834fa36c0f7550778c3959c5c&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN西语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=423579792&sign=bc6ea393f12f9eb564e7ec6e84e927e7969020d87f2c32d50ebdb4a29b669b002e8dcbbce65060a89e03b1fdb193feff03bc414e37208ffb4089dbdcce8834ffb0729b3f2138778f41cd4bdd8ddd9f32&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=423579792&sign=025675a5038aa1b5ef7f50f8dedfe407a6da4f0be9e468f0f732faa888daf62d457e2f67143d70bc8dc56bf6d7985087a362277a06dc4355359a76707c0c2091fe72cf849a0bfb2bf18be4d976632a76&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=423579792&sign=eef237a48c0fd499a7405abb404901ccf10e347e9c834e0d56bcff5b9bef1747c2a02f2c77376001b7217371d261bbd56d2120b2403c363239a1d36aa1981d3a017c1eed8b3d1c52abf2c41b118e7f25&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=423579792&sign=198cec01ac6be3f9870bf2d65e9c036b5dc6f07698ba46f0865b71fc9291a192f10949aa41029c8b2ae886afbd3e9861051b7be9b79c0744d61e76b932bd6bcccf7a7708da15058aa35f05ccfb08075c&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN阿语,https://0472.org/hls/cgtna.m3u8

卫视,#genre#
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=423579792&sign=fa97f122963f56badbcbee69ed3be5c4f5518b1acf6ada9ea69e6f760688876fa633b3542d8dc68882a16756caf001df7c9aa4dc3e156c5a799591961d75d57ab877290be1e5d6880ea24db3&auth_token=acb0c268be4342419aa3ba49796b45e0
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=423579792&sign=e1e0e30149b093b210c9effba49e75705b28a931e17b87ad7cf8a0c65a129fafc8f470e2a13384318b38134bb7dc5bba767b79a7b03e9007096f938c1b58989bf180d3dda7fedc3682021e0da655&auth_token=acb0c268be4342419aa3ba49796b45e0
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=423579792&sign=c35943e3d6c37f92bc23d2b7be790bc6c0476d2dd6b47fd150a7db3e36160f18f1b19a65a23fdf3bea5db09c242ab3453a76de504ed50f8d2602e3e7383dad641a61ee27a724656a98977747cbc14f30&auth_token=acb0c268be4342419aa3ba49796b45e0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://mgtv.ottiptv.cc/mg/651632648.m3u8?userid=423579792&sign=fa96c125384264586073d50c2057fa96e7e503c9b8eb3d8b1cf361fa5cbb2c1c5b8922cbdd6d59ba026c3139d0536dc6bca5a5a49a430788dec204b4afab5db23f035e308338f48dd1ca108a8e908fc2&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=423579792&sign=d35cfd08eb473f67333ac97d5f491797317b03cb11158811f1dfb6ba5359f71cf4fd8b567555613146f4cfe085fb81d07a9cc83c517cb18e268e213ebf98012c8d0ef0ec51d41deab7a260c6fc4792&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,https://mgtv.ottiptv.cc/mg/849116810.m3u8?userid=423579792&sign=b153d83bb9bc9c132a2303513ee2bb4484d097b1b4e16fc389219f17d8332a95b0102ba591cd2d2c91ab7393826ede7fb6650091722e7508aa7ab968ac5234e654fff7057433932908fefba51894cfe3&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=423579792&sign=a6a271b9e2d30abd3d7c6bcb015f77ca6520fcca9aba2001bc07880e9f0442aff414152bb29b227fea7d79561294087d322304d7858088a4a9aed8cd786dcdeb3b8e2ee2f2e4af331957c8f62a57&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=423579792&sign=197bade94c2f0a17d36f0af5d844aab18063c52814133389105bf0caaa0d30a35ce9fc9f69bc72c56b5bc5fd15a761760237dfcc4d503e28a9e0fa40c2c8a544ee0359600f4a44166442a4e8&auth_token=acb0c268be4342419aa3ba49796b45e0
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=423579792&sign=641d1b377131338fa00fd8f0210cfaba084adb7ab3febb325d437946fbaeb0ae392c9928def7ce1f34c7c4a082176488139707f4d1ab0860d1756f5fd5142522ef224762909107cf2b0bb2bb4d32d300&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=423579792&sign=c0a36e3ed28117c2b698637b95e6b8fbf15181816f008a602b67c25209d09f82e3a544f3bff97a88119843998d4818d521532782aade216cbbc58c683c8fd3e030284e6124eb1d91469b9aeade3cc969&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=423579792&sign=1f44b1c662e3c395ceddadffecd02f9265c2c96ee5495f25195129ad0aa79261af64457af5cffc9d9cfebc6a9a4601545261fae9d16b04e5006e205e1e6ae1bb3f592e9a3e29211e8d513830aa32&auth_token=acb0c268be4342419aa3ba49796b45e0
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=423579792&sign=0f61b610799707478c57a923feab2060a4d84a5320bdd6beca575619a8313cd7892750119c1f5bc91c0a5406900dcd54d0c3727ff9cfecb7d655f3918a508ce57cee9fe43eef1fe7ee9ea4ee303c&auth_token=acb0c268be4342419aa3ba49796b45e0
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?userid=423579792&sign=69541e0d098cab630f5e71d937a9c448cf18e35f5932c56527b35aaa02a2bdb57d157795482eca823bbc5373a670cd8400f4170b43e1f5719f8ee0697dec3216e87ae1e0445413a2698135af95fb9419&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=423579792&sign=4414d90b895c2ce3f33906a4bc456e784e9ac877e0f0183fe8c8e5c3cadfc8e4f2cd649a6205e4f9cc2db33970b96527f42a5e3229d6238721ec1f5c4eb80b9f6d68527022cda9b64579e0fe67&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=423579792&sign=6cc6189fb1ee51b742d473980063c16a29fa12332c067b19d754f0f06849ccfcf2d6dc6d92a9d5f135333d898cb54cb0fef06b570957a9ba333fd6dc706f8dc697b56a267bf64d73ff371d58&auth_token=acb0c268be4342419aa3ba49796b45e0
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=423579792&sign=dd36690a0d9f29211b47b745b518932059997f86fae0a6ad04f5d0d7a2b309848a277bffe8f30f7fd1ee7dbc4e36e580aa522f199059ab029c03da5ed402b4a1629c687e75a718efb0aa6c75c7596c1b&auth_token=acb0c268be4342419aa3ba49796b45e0
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=423579792&sign=5a2e647bdb3b3f6fbcf5fad7d0f788484e570c38f18039442f1251c3b6c1c46d970bac45e537f6b001861eb1e1138292d7e5d636613047374529a9af595be30eabbfe7587c0e555af4e70019&auth_token=acb0c268be4342419aa3ba49796b45e0
